598	0
478	1
553	2
105	3
245	4
311	5
618	6
185	7
531	8
273	9
505	10
416	11
411	12
582	13
379	14
90	15
461	16
442	17
509	18
554	19
625	20
552	21
596	22
418	23
449	24
350	25
544	26
429	27
445	28
495	29
406	30
285	31
216	32
41	33
289	34
384	35
382	36
547	37
214	38
122	39
160	40
1	41
19	42
294	43
493	44
139	45
248	46
515	47
123	48
165	49
308	50
182	51
635	52
84	53
431	54
7	55
239	56
282	57
143	58
560	59
98	60
283	61
500	62
191	63
548	64
173	65
363	66
631	67
538	68
68	69
583	70
605	71
276	72
24	73
300	74
79	75
421	76
498	77
287	78
220	79
561	80
155	81
527	82
115	83
334	84
244	85
228	86
622	87
623	88
476	89
433	90
588	91
407	92
75	93
482	94
459	95
210	96
