607	0
303	1
144	2
487	3
215	4
580	5
122	6
115	7
501	8
90	9
368	10
323	11
197	12
439	13
35	14
483	15
61	16
100	17
279	18
219	19
74	20
360	21
353	22
497	23
447	24
140	25
372	26
72	27
88	28
341	29
594	30
82	31
189	32
175	33
164	34
49	35
307	36
412	37
242	38
107	39
347	40
112	41
604	42
381	43
371	44
284	45
45	46
25	47
329	48
80	49
427	50
620	51
160	52
39	53
516	54
621	55
461	56
570	57
28	58
633	59
600	60
212	61
579	62
571	63
610	64
495	65
237	66
281	67
161	68
155	69
555	70
502	71
134	72
199	73
59	74
380	75
201	76
102	77
383	78
209	79
7	80
0	81
593	82
498	83
528	84
418	85
394	86
536	87
276	88
103	89
106	90
44	91
415	92
541	93
608	94
239	95
459	96
83	97
6	98
225	99
561	100
455	101
250	102
291	103
480	104
266	105
109	106
369	107
232	108
338	109
73	110
364	111
127	112
413	113
259	114
318	115
540	116
519	117
337	118
373	119
231	120
472	121
64	122
96	123
15	124
38	125
453	126
273	127
404	128
186	129
522	130
325	131
351	132
148	133
66	134
488	135
512	136
558	137
596	138
614	139
255	140
442	141
278	142
118	143
132	144
518	145
26	146
414	147
9	148
180	149
113	150
609	151
577	152
315	153
137	154
563	155
391	156
524	157
587	158
525	159
310	160
479	161
496	162
452	163
328	164
89	165
437	166
575	167
68	168
445	169
511	170
254	171
627	172
576	173
569	174
147	175
292	176
205	177
425	178
624	179
365	180
486	181
521	182
2	183
274	184
190	185
169	186
464	187
320	188
194	189
363	190
545	191
183	192
184	193
187	194
631	195
60	196
34	197
362	198
293	199
509	200
213	201
17	202
152	203
346	204
151	205
482	206
573	207
168	208
226	209
506	210
262	211
529	212
402	213
229	214
138	215
36	216
542	217
159	218
228	219
622	220
13	221
299	222
467	223
23	224
311	225
10	226
87	227
246	228
178	229
75	230
24	231
210	232
629	233
126	234
282	235
468	236
549	237
618	238
191	239
336	240
301	241
251	242
448	243
370	244
440	245
599	246
398	247
71	248
198	249
423	250
595	251
538	252
601	253
153	254
173	255
520	256
18	257
272	258
568	259
397	260
471	261
503	262
574	263
556	264
289	265
384	266
245	267
350	268
583	269
591	270
145	271
422	272
216	273
156	274
547	275
47	276
491	277
339	278
582	279
57	280
449	281
515	282
510	283
333	284
508	285
166	286
130	287
78	288
419	289
411	290
285	291
410	292
19	293
195	294
605	295
456	296
632	297
623	298
476	299
51	300
481	301
326	302
544	303
123	304
388	305
376	306
271	307
319	308
182	309
79	310
92	311
302	312
235	313
207	314
553	315
165	316
327	317
287	318
531	319
54	320
84	321
334	322
220	323
14	324
429	325
478	326
431	327
298	328
98	329
143	330
294	331
562	332
458	333
565	334
424	335
128	336
244	337
504	338
578	339
386	340
537	341
377	342
361	343
257	344
382	345
554	346
119	347
267	348
366	349
3	350
330	351
559	352
249	353
379	354
12	355
203	356
493	357
405	358
110	359
426	360
141	361
433	362
560	363
139	364
283	365
296	366
625	367
407	368
432	369
588	370
313	371
214	372
421	373
288	374
526	375
163	376
94	377
93	378
535	379
446	380
179	381
517	382
53	383
31	384
5	385
451	386
436	387
204	388
211	389
218	390
572	391
117	392
97	393
286	394
105	395
222	396
416	397
11	398
349	399
62	400
619	401
256	402
174	403
314	404
1	405
598	406
56	407
136	408
597	409
63	410
463	411
626	412
27	413
233	414
548	415
43	416
387	417
16	418
158	419
185	420
475	421
149	422
532	423
552	424
308	425
567	426
408	427
635	428
355	429
264	430
135	431
499	432
300	433
111	434
417	435
234	436
108	437
628	438
358	439
434	440
527	441
406	442
477	443
22	444
37	445
306	446
20	447
4	448
91	449
344	450
193	451
357	452
340	453
606	454
248	455
564	456
172	457
167	458
335	459
41	460
188	461
505	462
589	463
465	464
474	465
70	466
230	467
615	468
77	469
50	470
95	471
243	472
224	473
192	474
590	475
612	476
534	477
500	478
550	479
443	480
630	481
