CELL_LINE_NAME,afatinib,as601245,as605240,at7519,az628,azd6482,azd7762,azd8055,bi2536,bms345541,bx912,cgp60474,cp466722,cp724714,crizotinib,cyclopamine,dasatinib,doxorubicin,entinostat,enzastaurin,erlotinib,gefitinib,gnf2,gsk1070916,gsk1904529a,gsk429286a,gw441756,gw843682x,hg511301,hg58801,imatinib,jnk9l,jw7241,kin001244,ku55933,lapatinib,lenalidomide,lfma13,linifanib,linsitinib,masitinib,mg132,mk2206,motesanib,nilotinib,npk76ii721,nu7441,nvptae684,olaparib,osi027,palbociclib,parthenolide,pazopanib,pd0325901,pd173074,pf562271,pha665752,pha793887,pi103,piperlongumine,plx4720,qlx138,qlxi92,qlxii47,qs11,quizartinib,ruxolitinib,saracatinib,sb216763,sb590885,selumetinib,serdemetan,sorafenib,tak715,tamoxifen,tanespimycin,temozolomide,tgx221,tivozanib,tozasertib,tpca1,tretinoin,veliparib,vinblastine,vorinostat,wh4023,wz3105,xav939,xmd1185h,xmd132,xmd1499,xmd1527,xmd885,xmd892,zg10,zm447439,zstk474
8MGBA,,1.647787356376648,2.619268226623535,1.145985770225525,1.7872015714645386,,1.0538217663764953,0.7079292774200441,2.390000557899475,2.5330670833587647,1.9618472337722777,2.3655117034912108,1.9014195203781128,4.078830862045288,2.208730149269104,3.925463390350342,1.81430983543396,2.3136796712875367,1.0526492118835449,2.612196159362793,2.0629610776901246,1.1182999491691592,2.134479308128357,1.6593292474746704,1.7801727771759033,3.946098804473877,2.327539110183716,2.8070823192596435,1.1814178466796874,2.8757456302642823,2.768034839630127,0.7692082643508911,1.0390862584114076,2.646150016784668,3.2074079036712653,2.1622996807098387,3.302614068984985,3.9884246826171874,2.111901116371155,1.9711623430252077,2.8187498569488527,1.1470089197158813,1.4107040643692017,2.39241247177124,2.451854133605957,2.205573558807373,1.8123921155929563,1.1616319417953491,,1.090576696395874,1.3995162963867187,2.5380032539367674,2.567120599746704,1.6493993997573853,2.3132425785064696,1.4126652240753177,2.4875946998596192,1.59389226436615,1.1357545971870422,1.2936160326004031,,1.051409935951233,2.787079477310181,1.046132516860962,2.5553290843963623,1.9178629398345948,3.5128805160522463,1.7413609027862549,3.7822568416595463,3.0416620731353765,,2.2788300037384035,1.696611762046814,3.5718545436859133,3.118910217285156,1.6775815963745118,4.752175426483153,3.26118597984314,0.6090559720993042,1.34072105884552,2.4377922534942633,3.192747926712036,3.2667838096618653,4.74033145904541,1.0657583355903626,1.9433726787567136,1.1491932392120359,2.9186810970306403,2.969110107421875,2.5952630519866937,3.5958909034729003,3.8523557662963865,2.155681753158569,2.491715669631958,1.178093671798706,1.5831428289413452,1.0367701172828674
A101D,,1.8686799764633182,3.951140022277832,3.6463850021362303,2.0677946805953984,,1.1248907327651978,0.8043370962142944,2.3100536584854128,4.019762134552002,4.0795706748962415,2.3349825620651243,3.9652071952819834,4.440030765533447,2.478150463104248,4.590693664550781,1.887641930580139,2.3449419260025026,1.2219076156616209,4.60687141418457,2.2571425914764403,,2.3872503280639648,3.2394533157348637,2.018108916282654,5.274875736236572,2.4934178829193114,2.5948665618896483,1.303934001922607,2.80281982421875,2.862598752975464,0.8711923599243164,4.004739427566529,3.7695128917694087,3.3392104148864745,2.313956069946289,3.4287196159362794,4.4367015838623045,2.313755464553833,2.12318651676178,4.429853439331055,1.2830950021743774,1.761220097541809,2.480089521408081,2.4709671020507806,4.206683826446533,2.002066397666931,1.2907251119613647,,4.34100193977356,1.3728096008300779,2.812783479690552,2.645541048049927,2.0295767307281496,2.3592554569244384,1.543563461303711,2.5781257152557373,4.4726418495178235,4.137574195861816,1.4101131677627563,,4.047445392608642,4.626586818695069,3.9521066665649416,2.85751347541809,2.30799458026886,3.994108295440674,1.9448257446289063,4.0231406688690186,2.7617493152618406,,2.3258076667785645,2.063698530197144,4.7610444068908695,3.314019012451172,1.9237272977828976,5.287820625305176,3.0231535911560057,0.7153282761573792,1.7333938360214234,4.039993476867676,3.5431551456451422,3.353036546707153,4.454055500030519,1.2023154258728028,2.05047025680542,2.0649202585220343,2.73732213973999,3.104434537887573,4.549917984008789,4.887084865570069,4.924287986755371,2.313420367240906,2.5079084873199458,1.4304461479187012,1.997364091873169,3.156014108657837
A172,2.2109729766845705,1.6580760955810547,2.8178437232971185,,,,,,,2.9141484737396235,2.3832846164703367,,2.1304336547851563,4.294283294677735,,,,2.2341957569122317,,3.0931279659271236,,,,1.7777443885803224,1.9176546812057496,4.56201696395874,,,,,,0.7803020000457763,1.362243103981018,2.9500217914581297,3.666965627670288,,,4.340329551696779,2.2346661567687987,1.944849133491516,3.209150266647339,,,2.3835989952087404,,2.7711156368255616,1.944326114654541,,3.2412206172943114,1.4188158988952635,,,2.6462003707885744,,2.3829017162323,1.425923991203308,,2.25048348903656,1.4079093933105469,1.3488651275634769,,1.3839798450469971,3.387297487258911,1.3493389129638669,2.7677828788757326,2.0756253957748414,3.900579929351807,,,,1.8035903930664063,2.188550758361816,,4.044259023666382,3.5171544075012213,1.7920289516448975,5.2268211364746096,,0.6290112495422363,,2.8690475463867187,,,,,,1.2051536917686465,2.994362163543701,,3.200560426712036,4.26669135093689,4.402279090881348,,,,1.5646244525909423,1.172104287147522
A204,2.050631594657898,1.6114457130432132,2.675360774993897,1.2506187438964844,,,,,,2.5448748111724853,1.8116516828536988,,1.6826403141021729,4.1227123737335205,,,,1.9614328861236567,,2.9428268909454345,,,,1.4954507827758792,1.678890061378479,4.496562671661377,,,,,,0.7470402717590332,1.1959415435791017,2.722894096374512,,,,4.238194751739502,1.820486307144165,1.7178024530410767,2.97666130065918,,,,,2.1343104124069208,,,2.9299426555633543,1.27138489484787,,,2.39055290222168,,,1.4071810245513916,,1.7018107891082763,1.2434603691101074,1.2725259065628052,3.5620976448059083,1.2188175320625303,3.205217123031616,1.1825997591018678,2.6978148460388183,1.6279157400131226,3.6427642822265622,,,,1.7534741163253784,1.975159430503845,,3.8721784114837647,3.157398462295532,,5.1583210945129405,,0.6350635766983033,,2.5030187129974366,,,,,,1.2122359991073608,2.8195219993591314,,2.83959379196167,4.1714115142822275,4.204682493209839,,,,,1.1075566291809082
A2058,,1.7734071493148804,2.5060962677001952,1.2453970432281494,,2.0077051877975465,1.1219350934028625,,,2.489052438735962,1.7553256273269653,,1.9696733951568604,3.7557924747467033,,,,2.838978099822998,,2.638445281982422,,1.225936484336853,,1.6470262527465818,2.0451743125915534,3.926376962661743,2.4622799873352053,,1.2121971130371094,2.7748226642608644,,0.7725304365158081,1.2177121877670287,2.5872762203216557,,,3.0349445343017583,4.0972328186035165,2.286040449142456,2.030480909347534,2.844113826751709,,,,2.422241353988648,2.114305281639099,,,2.6788931846618653,1.3060750722885133,,,2.5126343727111817,,,1.465808987617493,,1.7355398893356324,1.2944478511810302,1.3737396717071533,2.551314353942871,1.2263713598251342,2.926964855194092,1.177006769180298,2.386452293395996,2.061382007598877,3.312606239318848,,3.6018608570098882,,,2.262363910675049,,3.3899326324462886,2.963384914398193,,,,0.5735272645950318,,2.33132483959198,3.0697704315185548,3.0425876140594483,4.914541339874266,1.0321443915367126,,1.2774540424346923,2.77217755317688,2.7124396800994868,2.717532014846802,3.4260661602020264,3.708718919754028,,2.368044233322144,1.270541524887085,,1.122934055328369
A253,,2.021674013137817,3.3176372051239014,1.5728755235671996,2.256772041320801,,1.005515730381012,0.7499917507171631,1.9436886072158812,3.380019521713257,3.705668210983277,1.937066984176636,3.0311822414398195,4.321137428283691,2.665786552429199,4.92428617477417,2.0014355897903444,1.8387935161590576,1.1549317836761477,3.9775534629821783,2.269701170921325,1.2158884763717652,2.5242426872253416,2.3385462760925293,2.216674447059632,5.201663017272949,2.550521421432495,2.429705286026001,1.3661358118057252,3.1853789329528808,3.097802448272705,0.7711004853248596,1.8211565971374517,3.509184408187866,3.9163663387298575,2.2589934825897218,3.9820707321166986,4.579632377624511,2.494051218032837,2.3006332874298097,4.095342779159546,1.218530249595642,1.733053159713745,2.676510572433472,2.916045951843261,3.6380258083343504,2.321367359161377,1.2974745750427246,,1.8672340631484985,1.5460294008255004,3.3358522415161134,3.2563127517700194,1.5204863548278809,2.7830503463745115,1.7105677604675291,2.853733491897583,3.189302682876587,1.764801549911499,1.5135505437850951,,1.8137374401092532,4.49223051071167,1.804995393753052,3.4269115447998053,2.366356611251831,4.173820018768311,2.088088083267212,4.363118934631348,3.8196283817291268,,2.7125462532043456,2.1792509078979494,4.3935949325561525,3.703775978088379,1.5550892114639283,5.547069835662842,3.854908752441406,0.626494038105011,1.5936518907546997,3.621837759017944,4.114509010314942,3.9323713779449454,4.3032975673675535,1.1234360098838807,2.2838481664657597,1.1689905047416689,3.2242302417755133,3.9538178443908687,3.9870949745178224,4.736229610443115,4.9004669189453125,2.7204120635986326,3.1340106964111327,1.4116823911666867,2.1824966430664063,1.197958278656006
A2780,,1.8689393043518063,2.182789778709412,1.23926739692688,,,1.1517323732376101,0.7725155472755432,,1.960154700279236,1.517007732391357,,1.4572558403015137,3.859717082977295,,,,2.5399032592773443,,2.33845534324646,,1.18351469039917,,1.510831904411316,1.980566954612732,3.8423235416412354,2.388722276687622,,1.230355978012085,2.90465054512024,,0.8096711039543152,1.1951359510421753,2.3977840900421143,3.184133052825928,,3.239489841461181,4.116580200195313,2.098042869567871,2.1131031513214107,2.655491161346436,,1.5882453680038453,2.4105774402618407,2.4291694164276123,1.5190638542175292,2.0596832036972046,,,1.297083568572998,1.4823871374130249,,2.6007148742675783,1.8759129285812377,2.179284954071045,1.4465678453445434,,1.5158936023712155,1.2965948104858398,1.36338107585907,,,2.680062675476074,1.1645305156707764,2.394077205657959,1.6391313314437863,3.272808265686036,,3.922872829437256,3.2892267704010014,,2.4339734077453614,,3.235235595703125,3.012435388565064,1.6385979652404783,4.886858654022217,,0.6166544079780578,,1.6172504663467406,3.088169670104981,3.3698044776916505,5.120577907562256,1.0272486567497254,,1.34543879032135,3.016934490203857,3.07442569732666,2.187236499786377,3.3722736358642584,3.6749762535095214,,2.3833265781402586,1.2239152431488036,1.4727046251296998,1.1059792399406434
A375,,1.4644237756729126,2.238928127288818,1.9640898704528809,,,1.0385812520980835,0.7163801312446594,,2.4190145015716547,2.149518585205078,,1.9643932342529296,3.4697908401489257,,,,2.755234718322754,,2.888799333572388,,1.0477273344993592,,1.7192711114883423,1.6847935676574708,4.150083589553833,2.126695227622986,,1.0706084847450257,2.458049058914185,,0.7620596885681152,2.1863483905792243,2.4649773597717286,2.680524063110352,,2.7252195358276365,3.8487886428833007,1.767529010772705,1.7166322469711304,3.2145687580108637,,1.4507905244827268,2.066076922416687,2.0712605476379395,2.3258934020996094,1.7128431797027588,,,2.6012174129486083,1.1601777195930478,,2.204050064086914,2.176870656013489,1.9491590976715087,1.2211937427520752,,2.727419328689576,2.4539711475372314,1.1896865844726563,,2.231790041923523,3.4510310649871827,2.1419634103775023,1.9804588079452516,1.5833799600601195,3.003334283828736,,3.152909135818481,2.2612314701080316,,1.9891655683517453,,3.5690125465393066,2.6764111995697015,1.858401131629944,4.635834217071533,,0.5802124619483948,,2.245710182189941,2.7615093231201167,2.6956372737884515,4.944307518005371,0.9647829294204712,,1.473469853401184,2.3811780452728266,2.516887807846069,3.238123655319214,3.693385648727417,3.6947768211364735,,1.94865243434906,1.135402500629425,1.2748183727264404,1.727346134185791
A3KAW,,1.5999047040939331,1.500856375694275,1.0961230397224426,1.4476648807525634,,1.1613616824150086,0.7385853767395021,2.7094491958618163,1.4283963918685914,1.2615994572639466,2.6961595058441157,1.1568883538246155,3.3784980297088625,1.4890135765075685,3.5847867488861085,1.8215468406677249,2.5520272731781004,0.9594732522964478,1.4151227235794068,1.9104259729385376,1.082817053794861,1.8049470663070681,1.4312307357788083,1.692475724220276,3.087489652633667,2.205887460708618,3.0670741081237787,,,2.403918504714966,0.7436083674430847,0.8965497612953186,1.7327033758163453,3.145509672164917,2.137397670745849,3.0923397541046143,3.79293212890625,1.789073634147644,1.7717146158218384,1.989993357658386,1.1068976283073426,1.3961503744125363,2.301610803604126,2.246733427047729,1.2020436644554138,1.7756877183914184,1.0939322233200073,,1.0978416323661804,1.424575424194336,1.784888744354248,2.6407440662384034,1.6831334829330444,1.8091892957687377,1.3394383668899537,2.142416977882385,1.1226781725883483,1.1311223983764649,1.3190822839736938,,0.9660688281059264,1.821314287185669,0.9306719779968262,1.83100905418396,1.426244068145752,2.9041022300720214,1.7045115232467651,3.650474882125855,2.9023255825042726,,2.243044137954712,1.5110364437103272,2.7096911907196044,2.8708141803741456,1.4414406538009643,4.41306209564209,3.548924112319946,0.5803075790405273,1.2597859859466554,1.2727319955825809,2.9101542472839355,3.216469144821167,5.099410438537598,0.9194170832633972,2.321494221687317,1.384375023841858,2.820249032974244,,1.5261614561080932,2.810761260986328,3.0643074035644533,1.583071804046631,,,1.351643872261047,1.0179186820983888
A427,,2.001655507087708,3.046862506866455,1.6456892728805539,,,1.0501996994018554,0.8280425548553467,,3.0223631858825684,2.932373046875,,2.623155689239502,4.323388576507568,,,,1.814132642745972,,3.6497881412506095,,1.3106248378753662,,2.188615608215332,1.9965579271316531,4.9050862312316905,2.3447699069976813,,1.4585963487625122,3.2229608058929444,,0.8548079490661621,1.7571763515472412,3.233348608016968,3.8327136039733887,,3.872603416442871,4.43971700668335,2.3037952423095702,2.003192138671875,3.7279329299926762,,1.7742280244827267,2.4010980129241943,2.5655855655670172,3.0518982887268065,2.126269245147705,,,1.8951842784881592,1.8288915157318115,,2.772650146484375,1.7017306089401243,2.5124654293060305,1.7927626609802243,,2.7979440689086914,1.8282241106033328,1.579472756385803,,1.7639298439025881,4.067167663574219,1.7513330698013303,3.180552577972412,2.2526781558990483,4.0170432090759265,,4.273941230773926,3.811420106887817,,2.4718416690826417,,4.310524845123291,3.6240005016326906,1.6588434934616092,5.381046485900879,,0.6743539214134217,,3.0660560131073,3.9397274971008303,3.8522550106048574,4.5511681079864506,1.2486774682998658,,1.2854005336761474,3.1429086208343504,3.7958703994750977,3.626608419418335,4.504960823059082,4.661448001861572,,2.958889055252075,1.5489601850509644,2.1711466789245604,1.3381243705749513
